Customer_ID,Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure_Months,Number_of_Purchases,Support_Requests,Login_Frequency,Last_Activity_Days_Ago,Satisfaction_Score,Payment_Method,Contract_Type,Discount_Used,Referral_Source,Auto_Renew,Device_Type,Internet_Speed,Customer_Lifetime_Value,Churn
CUST000291,37.0,Female,Phoenix,Premium,161.07,3.0,3.0,0.0,71.0,31.0,10.0,PayPal,,Yes,Social Media,Yes,Desktop,Medium,508.45,No
CUST001413,21.0,Female,Phoenix,Premium,127.54,1.0,1.0,1.0,41.0,29.0,10.0,Debit Card,Monthly,,Social Media,Yes,Android,Slow,50.0,No
CUST000360,38.0,Female,Phoenix,Standard,38.28,3.0,2.0,3.0,36.0,9.0,8.0,Credit Card,Monthly,No,Organic Search,Yes,Desktop,Slow,73.42,No
CUST001431,37.0,Male,San Antonio,,22.65,23.0,20.0,2.0,52.0,0.0,8.0,Credit Card,Quarterly,Yes,Organic Search,Yes,iPhone,Fast,1046.36,No
CUST000365,38.0,Female,Boston,Premium,110.4,8.0,,1.0,55.0,23.0,9.0,Credit Card,Quarterly,No,Friend,Yes,iPhone,Medium,976.34,No
CUST000525,57.0,,Houston,Premium,100.86,4.0,1.0,2.0,0.0,63.0,8.0,Credit Card,Monthly,No,Friend,No,Desktop,Medium,327.75,Yes
CUST000575,42.0,Female,San Antonio,Basic,30.47,10.0,14.0,0.0,69.0,26.0,8.0,Cash,Quarterly,Yes,Organic Search,No,iPhone,Medium,777.41,No
CUST001496,27.0,Female,Philadelphia,Premium,204.59,1.0,0.0,2.0,33.0,77.0,7.0,Bank Transfer,Monthly,No,Advertisement,No,Android,Medium,124.06,Yes
CUST000694,18.0,Female,Seattle,Enterprise,298.88,3.0,2.0,3.0,16.0,36.0,3.0,Credit Card,Monthly,No,Advertisement,Yes,iPhone,Medium,578.77,Yes
CUST000705,53.0,Male,Dallas,Enterprise,117.69,12.0,13.0,1.0,53.0,0.0,7.0,Debit Card,Monthly,No,Friend,No,Desktop,Slow,1074.9,No
CUST000113,33.0,Male,Jacksonville,Standard,44.49,11.0,10.0,3.0,39.0,18.0,9.0,PayPal,Quarterly,No,Social Media,No,Android,Fast,540.88,No
CUST001127,61.0,Female,Indianapolis,Standard,43.93,9.0,6.0,2.0,63.0,27.0,6.0,Debit Card,Monthly,No,Email Campaign,Yes,Android,Fast,544.05,No
CUST000415,37.0,Female,Houston,Basic,17.84,5.0,5.0,2.0,69.0,14.0,9.0,Bank Transfer,Monthly,No,Advertisement,No,iPhone,Medium,50.0,No
CUST000590,59.0,Female,Denver,Basic,21.25,3.0,1.0,1.0,44.0,35.0,7.0,Credit Card,Quarterly,Yes,Advertisement,No,Android,Slow,50.0,No
CUST001215,18.0,Male,Austin,Basic,16.1,6.0,3.0,2.0,43.0,33.0,7.0,Credit Card,Quarterly,Yes,Email Campaign,No,iPhone,Medium,367.76,No
CUST001906,26.0,Male,Austin,Standard,46.23,1.0,1.0,2.0,25.0,13.0,6.0,Debit Card,Monthly,No,Social Media,Yes,Tablet,Slow,50.0,Yes
CUST000487,31.0,Female,Jacksonville,Premium,44.85,14.0,4.0,4.0,17.0,81.0,6.0,Credit Card,Monthly,Yes,Advertisement,No,Tablet,Slow,664.7,Yes
CUST001077,56.0,Male,Indianapolis,Standard,49.02,72.0,52.0,4.0,47.0,25.0,6.0,Debit Card,Yearly,No,Social Media,No,Desktop,Medium,3318.07,No
CUST001053,41.0,Male,Los Angeles,Standard,53.98,16.0,12.0,3.0,36.0,28.0,7.0,Debit Card,Monthly,Yes,Organic Search,No,Desktop,Fast,946.7,No
CUST001090,37.0,Female,Boston,Basic,10.0,29.0,11.0,3.0,18.0,57.0,7.0,Bank Transfer,Quarterly,No,Email Campaign,No,Desktop,Slow,445.93,No
CUST000875,18.0,Female,Boston,Basic,32.45,23.0,28.0,3.0,44.0,,8.0,Bank Transfer,Yearly,No,Advertisement,Yes,iPhone,Slow,546.66,No
CUST001777,24.0,Female,Philadelphia,Enterprise,95.6,2.0,1.0,4.0,23.0,79.0,6.0,PayPal,Quarterly,No,Friend,Yes,Desktop,Fast,50.0,No
CUST001346,68.0,Male,Jacksonville,Basic,20.59,18.0,15.0,1.0,61.0,3.0,10.0,Credit Card,Monthly,Yes,,Yes,Android,Slow,337.49,No
CUST000844,39.0,Male,Houston,Premium,108.85,66.0,58.0,0.0,106.0,0.0,10.0,Bank Transfer,Yearly,Yes,Organic Search,Yes,Desktop,Slow,7936.57,No
CUST000967,37.0,Female,Denver,Premium,139.42,10.0,4.0,3.0,27.0,57.0,8.0,Credit Card,Monthly,No,Social Media,Yes,iPhone,Medium,1080.0,Yes
CUST000595,25.0,Male,Charlotte,,70.29,6.0,7.0,0.0,65.0,38.0,8.0,Debit Card,Quarterly,No,Social Media,Yes,Android,Medium,330.94,No
CUST000928,45.0,Male,Seattle,Standard,41.21,11.0,6.0,2.0,50.0,47.0,9.0,Debit Card,Quarterly,No,Organic Search,No,Desktop,Medium,409.8,No
CUST000309,47.0,Female,Boston,Standard,30.41,18.0,15.0,2.0,45.0,46.0,9.0,Debit Card,Monthly,Yes,Friend,Yes,Android,Fast,458.08,No
CUST001411,35.0,Female,Nashville,Premium,113.86,13.0,11.0,4.0,25.0,78.0,6.0,PayPal,Quarterly,No,Organic Search,No,Tablet,Slow,1706.89,Yes
CUST001379,43.0,Male,Boston,Premium,63.76,17.0,7.0,2.0,43.0,30.0,9.0,Credit Card,Monthly,Yes,Organic Search,No,iPhone,Fast,,No
CUST000059,30.0,Female,Los Angeles,Standard,46.32,2.0,1.0,2.0,19.0,38.0,8.0,PayPal,Quarterly,No,Friend,Yes,Android,Fast,303.55,No
CUST000160,26.0,Male,Portland,Basic,22.03,45.0,41.0,1.0,64.0,34.0,9.0,Bank Transfer,Yearly,No,Advertisement,No,Desktop,Fast,892.27,No
CUST001907,40.0,Female,Portland,Enterprise,167.9,21.0,25.0,1.0,59.0,6.0,9.0,Debit Card,Yearly,No,Advertisement,No,Android,Fast,3414.94,No
CUST000187,42.0,Female,Seattle,Enterprise,259.48,,6.0,1.0,47.0,14.0,9.0,Credit Card,Monthly,No,Organic Search,Yes,Desktop,Fast,1997.77,No
CUST000245,66.0,Male,Portland,Standard,35.51,4.0,3.0,2.0,37.0,51.0,7.0,PayPal,Quarterly,No,Organic Search,No,iPhone,Medium,221.88,No
CUST001392,58.0,Male,Phoenix,Standard,50.14,11.0,11.0,0.0,54.0,32.0,10.0,Bank Transfer,Yearly,No,Advertisement,Yes,iPhone,,133.1,No
CUST001913,47.0,Female,San Jose,Standard,21.04,12.0,4.0,5.0,17.0,87.0,5.0,Credit Card,Quarterly,No,Organic Search,No,iPhone,Medium,393.91,Yes
CUST000158,52.0,Female,San Diego,Basic,20.89,2.0,2.0,1.0,63.0,41.0,10.0,PayPal,Yearly,No,Friend,No,Android,Fast,174.71,No
CUST000127,58.0,Male,Jacksonville,Standard,48.23,35.0,7.0,6.0,0.0,61.0,5.0,Bank Transfer,Quarterly,No,Organic Search,No,Desktop,Fast,2208.41,Yes
CUST000323,54.0,Male,Phoenix,Premium,65.81,12.0,7.0,2.0,58.0,0.0,10.0,,Yearly,No,Email Campaign,Yes,Tablet,Fast,1052.0,No
CUST001084,41.0,,San Jose,Standard,33.77,5.0,1.0,3.0,25.0,46.0,7.0,Credit Card,Monthly,No,Social Media,Yes,Android,Medium,231.42,No
CUST000805,55.0,Male,Austin,Premium,127.53,8.0,7.0,0.0,47.0,18.0,10.0,Debit Card,Yearly,Yes,Social Media,No,iPhone,Medium,920.51,No
CUST001237,40.0,Male,Houston,,13.49,2.0,1.0,3.0,14.0,,7.0,PayPal,Quarterly,No,Friend,Yes,Desktop,Fast,50.0,Yes
CUST000778,45.0,Male,San Diego,Premium,137.89,2.0,,4.0,12.0,82.0,6.0,Debit Card,Monthly,No,Organic Search,Yes,iPhone,Medium,204.71,Yes
CUST001128,39.0,Female,Chicago,Standard,123.3,28.0,29.0,2.0,62.0,28.0,7.0,Debit Card,Yearly,Yes,,No,Android,Medium,3749.48,No
CUST001757,61.0,Male,Jacksonville,Standard,36.12,18.0,4.0,5.0,17.0,50.0,5.0,Debit Card,Quarterly,Yes,Friend,No,Desktop,Slow,213.48,Yes
CUST001675,37.0,Male,Seattle,Standard,28.24,20.0,14.0,2.0,55.0,46.0,8.0,Credit Card,Quarterly,No,Friend,Yes,Tablet,Slow,313.96,No
CUST000846,44.0,Male,Charlotte,Enterprise,161.0,28.0,46.0,0.0,82.0,0.0,10.0,PayPal,Yearly,Yes,Email Campaign,No,Android,Fast,6112.74,No
CUST001073,37.0,Female,Charlotte,Basic,12.35,16.0,14.0,3.0,58.0,46.0,8.0,Credit Card,Quarterly,No,Advertisement,No,Android,Medium,213.17,No
CUST001545,56.0,Male,Indianapolis,Standard,57.98,3.0,1.0,4.0,23.0,59.0,7.0,Debit Card,Quarterly,Yes,Friend,No,Android,Fast,585.31,Yes
CUST001932,35.0,Male,Phoenix,Premium,169.59,14.0,5.0,1.0,40.0,49.0,8.0,Debit Card,Yearly,No,Friend,No,iPhone,Medium,3008.56,No
CUST001253,30.0,Male,Dallas,Standard,32.38,20.0,20.0,3.0,59.0,62.0,7.0,Bank Transfer,Quarterly,No,Email Campaign,Yes,Desktop,Medium,972.08,No
CUST000274,65.0,Male,Chicago,Standard,52.61,10.0,6.0,2.0,26.0,52.0,6.0,PayPal,Yearly,No,Organic Search,No,Tablet,Fast,755.56,No
CUST000876,18.0,Female,Seattle,Standard,24.49,10.0,3.0,2.0,3.0,79.0,7.0,Credit Card,Monthly,Yes,Advertisement,No,Desktop,Medium,506.15,Yes
CUST000183,35.0,Male,Chicago,Basic,18.15,11.0,4.0,4.0,38.0,36.0,5.0,Credit Card,Monthly,Yes,Organic Search,No,Android,Medium,148.22,Yes
CUST001879,57.0,Female,Phoenix,Standard,57.81,1.0,1.0,1.0,53.0,22.0,10.0,Credit Card,Monthly,No,Friend,No,iPhone,Fast,50.0,No
CUST001076,43.0,Male,Denver,Basic,14.28,15.0,9.0,3.0,27.0,54.0,6.0,Debit Card,Monthly,No,Advertisement,No,iPhone,Fast,285.19,Yes
CUST001222,55.0,Male,Boston,Basic,10.0,34.0,7.0,5.0,11.0,82.0,5.0,Bank Transfer,Quarterly,No,Organic Search,No,Desktop,Fast,557.03,Yes
CUST000463,21.0,Female,San Jose,Standard,45.63,40.0,32.0,3.0,33.0,23.0,6.0,Credit Card,Yearly,Yes,Organic Search,No,Android,Slow,1649.42,No
CUST001476,38.0,Female,Nashville,Enterprise,283.11,8.0,6.0,2.0,27.0,71.0,8.0,Credit Card,Monthly,Yes,Friend,No,Android,Slow,1589.22,No
CUST000090,45.0,Female,Houston,Premium,95.41,13.0,12.0,2.0,22.0,21.0,8.0,PayPal,Quarterly,Yes,Friend,No,Desktop,Medium,1805.77,No
CUST001249,38.0,Male,Charlotte,Enterprise,81.31,4.0,2.0,3.0,29.0,51.0,6.0,PayPal,Monthly,Yes,Friend,Yes,iPhone,Fast,305.56,Yes
CUST001832,41.0,Male,,Basic,19.63,13.0,8.0,1.0,63.0,17.0,8.0,Credit Card,Monthly,No,Social Media,Yes,Desktop,Fast,263.42,No
CUST001511,41.0,Female,Jacksonville,Standard,40.9,12.0,8.0,3.0,54.0,18.0,7.0,Cash,Monthly,No,Friend,No,Desktop,Fast,50.0,No
CUST000051,43.0,Male,Seattle,Standard,40.88,3.0,2.0,1.0,70.0,35.0,10.0,Debit Card,,Yes,Advertisement,Yes,Android,Medium,50.0,No
CUST000854,40.0,Female,Philadelphia,Standard,62.41,20.0,8.0,2.0,49.0,37.0,9.0,Credit Card,Quarterly,No,Social Media,Yes,Desktop,Fast,1320.27,No
CUST000416,42.0,Female,Houston,Standard,42.0,13.0,9.0,5.0,11.0,47.0,6.0,Credit Card,Monthly,Yes,Advertisement,Yes,Desktop,Slow,707.53,Yes
CUST000677,69.0,Female,Phoenix,Basic,29.03,7.0,4.0,2.0,53.0,42.0,6.0,PayPal,Yearly,Yes,Friend,No,iPhone,Fast,50.0,No
CUST001391,32.0,Female,Jacksonville,Standard,49.38,7.0,4.0,2.0,36.0,52.0,6.0,Cash,Quarterly,No,Organic Search,Yes,Tablet,Medium,458.84,Yes
CUST000535,21.0,Female,Phoenix,Premium,150.99,12.0,21.0,0.0,115.0,0.0,10.0,Credit Card,Yearly,Yes,Social Media,Yes,Android,Slow,1622.15,No
CUST000235,31.0,Female,San Jose,Premium,100.34,5.0,5.0,0.0,65.0,6.0,8.0,Debit Card,Monthly,Yes,Organic Search,No,iPhone,Fast,919.22,No
CUST001514,18.0,Female,Phoenix,Premium,193.55,13.0,12.0,0.0,60.0,68.0,9.0,Credit Card,Monthly,No,Friend,No,Android,Medium,3187.86,No
CUST000681,50.0,Female,San Jose,Premium,156.0,9.0,9.0,1.0,35.0,35.0,9.0,Bank Transfer,Monthly,No,Social Media,Yes,Tablet,Slow,1193.17,No
CUST000582,26.0,Female,Los Angeles,Premium,163.86,15.0,3.0,,15.0,64.0,4.0,Debit Card,Monthly,Yes,Organic Search,No,,Fast,3376.25,Yes
CUST000402,42.0,Male,Philadelphia,Premium,183.12,20.0,26.0,1.0,,31.0,10.0,Credit Card,Quarterly,No,Social Media,Yes,iPhone,,2175.31,No
CUST000699,29.0,Female,,Premium,172.61,16.0,13.0,0.0,79.0,17.0,10.0,Cash,Quarterly,No,Friend,No,iPhone,Fast,1728.06,No
CUST000439,32.0,Male,Nashville,Standard,62.08,7.0,5.0,5.0,31.0,49.0,6.0,PayPal,Yearly,No,Advertisement,No,Desktop,Medium,319.06,Yes
CUST000528,42.0,Female,Nashville,Standard,47.62,9.0,4.0,3.0,29.0,59.0,8.0,Credit Card,Yearly,No,Social Media,No,Android,Fast,455.6,No
CUST001701,26.0,Female,Phoenix,Basic,10.0,20.0,12.0,2.0,13.0,,6.0,PayPal,Monthly,No,Friend,No,iPhone,Slow,234.29,Yes
CUST001393,33.0,Male,New York,Basic,10.0,2.0,2.0,1.0,39.0,44.0,9.0,PayPal,Quarterly,Yes,Friend,No,iPhone,Medium,50.0,No
CUST000718,48.0,Male,Philadelphia,Premium,108.6,,11.0,2.0,50.0,32.0,9.0,Bank Transfer,,No,Advertisement,No,Android,Medium,1596.74,No
CUST001176,21.0,Male,San Antonio,Standard,50.98,3.0,3.0,4.0,45.0,44.0,8.0,Bank Transfer,Monthly,No,Friend,No,iPhone,Fast,50.0,No
CUST001464,46.0,Female,Dallas,Standard,57.52,4.0,2.0,2.0,47.0,60.0,8.0,Credit Card,Monthly,No,Organic Search,Yes,Desktop,Medium,70.2,Yes
CUST000133,48.0,Female,Columbus,Basic,17.6,26.0,20.0,2.0,38.0,24.0,8.0,Bank Transfer,Quarterly,No,Organic Search,No,Desktop,,437.54,No
CUST000739,21.0,Male,Columbus,Premium,195.59,25.0,29.0,1.0,86.0,0.0,10.0,Credit Card,Quarterly,No,Friend,No,Desktop,Medium,4626.3,No
CUST000030,45.0,Male,Denver,Enterprise,122.18,6.0,1.0,4.0,0.0,83.0,7.0,Credit Card,Quarterly,No,Advertisement,No,Android,Fast,846.72,Yes
CUST000640,46.0,Male,Indianapolis,Standard,67.19,3.0,3.0,2.0,61.0,31.0,7.0,Credit Card,Monthly,Yes,Advertisement,,Android,Medium,589.67,No
CUST000239,27.0,Female,Houston,Standard,24.48,21.0,6.0,4.0,32.0,,7.0,Credit Card,Monthly,Yes,Social Media,No,Android,Medium,516.85,Yes
CUST001360,37.0,Female,Los Angeles,Basic,11.06,17.0,11.0,2.0,13.0,49.0,8.0,Bank Transfer,Monthly,No,Organic Search,Yes,Desktop,Fast,50.0,Yes
CUST001712,18.0,Male,Austin,Premium,60.86,67.0,39.0,5.0,,39.0,6.0,Credit Card,Monthly,Yes,Friend,Yes,iPhone,Fast,5975.48,No
CUST000324,49.0,Male,Houston,Premium,143.6,52.0,23.0,3.0,41.0,50.0,9.0,Credit Card,Monthly,No,Friend,No,iPhone,Fast,5427.9,No
CUST000629,28.0,Male,Columbus,Standard,84.22,4.0,79.0,3.0,36.0,30.0,7.0,PayPal,Monthly,No,Advertisement,No,iPhone,Medium,453.38,Yes
CUST001916,18.0,Male,Seattle,Standard,57.67,42.0,16.0,3.0,57.0,29.0,8.0,PayPal,Monthly,No,Advertisement,Yes,Tablet,Fast,2704.99,No
CUST000770,60.0,Male,New York,Standard,38.49,5.0,4.0,2.0,32.0,23.0,7.0,Bank Transfer,Monthly,Yes,Organic Search,No,iPhone,Fast,50.0,No
CUST001971,37.0,Female,Chicago,,300.0,10.0,7.0,1.0,42.0,16.0,8.0,PayPal,Monthly,Yes,Email Campaign,Yes,Android,Medium,1710.88,No
CUST001857,38.0,Female,Charlotte,Standard,32.56,27.0,30.0,2.0,70.0,37.0,8.0,PayPal,Yearly,Yes,Friend,Yes,iPhone,Fast,167.82,No
CUST001021,,Male,Houston,Premium,97.75,2.0,1.0,3.0,21.0,75.0,9.0,Bank Transfer,Monthly,Yes,Social Media,Yes,Android,Fast,482.34,No
CUST000380,35.0,Female,Los Angeles,Enterprise,223.49,15.0,30.0,0.0,114.0,0.0,10.0,PayPal,Yearly,Yes,Friend,Yes,Android,Slow,3290.93,No
CUST001583,47.0,Female,Boston,Standard,53.55,,7.0,,39.0,23.0,7.0,Bank Transfer,Quarterly,No,,No,iPhone,Medium,868.47,No
CUST001540,58.0,Female,Dallas,Standard,32.13,14.0,9.0,3.0,13.0,54.0,8.0,PayPal,Yearly,No,Advertisement,No,Desktop,Fast,647.85,No
CUST000748,46.0,Female,New York,Basic,21.82,7.0,8.0,2.0,38.0,12.0,6.0,Bank Transfer,Monthly,No,Organic Search,No,Desktop,Slow,19115.29,Yes
CUST001055,23.0,Male,Denver,Basic,26.7,13.0,7.0,3.0,33.0,53.0,9.0,PayPal,Yearly,Yes,Organic Search,Yes,Tablet,Slow,500.66,No
CUST001691,34.0,Female,San Antonio,Enterprise,231.29,10.0,13.0,1.0,52.0,0.0,8.0,Bank Transfer,Yearly,Yes,Advertisement,No,iPhone,Fast,3474.51,No
CUST001433,30.0,Female,Boston,Standard,13.25,15.0,5.0,2.0,19.0,57.0,6.0,Debit Card,Monthly,No,Advertisement,No,iPhone,Slow,373.42,Yes
CUST000351,44.0,Female,Austin,Standard,48.17,12.0,5.0,5.0,13.0,,6.0,Credit Card,Quarterly,,Organic Search,Yes,Tablet,Fast,929.22,No
CUST001273,36.0,Male,Nashville,Premium,89.11,22.0,15.0,1.0,42.0,28.0,9.0,Cash,Yearly,No,Organic Search,Yes,Android,Medium,1241.54,No
CUST001855,46.0,Male,,Enterprise,182.16,29.0,27.0,3.0,53.0,36.0,7.0,PayPal,Yearly,No,Friend,No,Desktop,Medium,6106.45,No
CUST000052,48.0,Male,San Diego,Standard,68.99,6.0,3.0,3.0,32.0,59.0,8.0,Debit Card,Quarterly,Yes,Friend,No,Desktop,Medium,358.95,Yes
CUST000508,45.0,Female,San Jose,Standard,95.78,25.0,11.0,4.0,13.0,,8.0,Credit Card,Yearly,No,Social Media,No,Tablet,Slow,1451.69,No
CUST001061,38.0,Female,Denver,Enterprise,187.11,25.0,31.0,1.0,66.0,7.0,9.0,Credit Card,Yearly,No,Friend,No,Desktop,Medium,5445.39,No
CUST001634,40.0,Male,Boston,Basic,39.84,5.0,4.0,0.0,52.0,73.0,9.0,Bank Transfer,Monthly,No,Friend,No,Desktop,Slow,374.07,No
CUST001103,47.0,Female,Boston,Basic,19.17,3.0,1.0,1.0,19.0,41.0,8.0,PayPal,Monthly,Yes,Organic Search,No,Desktop,Fast,69.64,No
CUST001038,33.0,Female,Denver,Standard,50.61,45.0,47.0,0.0,59.0,27.0,9.0,Bank Transfer,Monthly,No,Email Campaign,Yes,iPhone,Medium,2649.79,No
CUST001700,42.0,Male,Charlotte,Basic,19.99,16.0,17.0,0.0,83.0,0.0,10.0,Credit Card,Quarterly,Yes,Friend,Yes,Desktop,Fast,681.75,No
CUST001083,45.0,Male,Los Angeles,Basic,20.49,4.0,1.0,2.0,22.0,56.0,8.0,Credit Card,Monthly,No,,Yes,iPhone,Slow,236.11,Yes
CUST000576,23.0,Female,Los Angeles,Standard,33.69,39.0,30.0,0.0,54.0,62.0,9.0,Credit Card,Quarterly,No,Advertisement,Yes,Tablet,Fast,1297.13,No
CUST000234,54.0,Female,,Basic,22.56,10.0,11.0,3.0,65.0,4.0,8.0,Debit Card,Quarterly,No,Advertisement,Yes,Desktop,Fast,410.48,No
CUST001758,,Male,Boston,Standard,48.4,10.0,9.0,2.0,61.0,28.0,9.0,PayPal,Monthly,Yes,Email Campaign,Yes,iPhone,Slow,286.24,No
CUST001869,36.0,Male,San Antonio,Premium,145.88,8.0,15.0,0.0,80.0,0.0,10.0,Debit Card,Yearly,No,Email Campaign,Yes,Android,Slow,1483.15,No
CUST001437,35.0,Female,Denver,Standard,26.5,3.0,4.0,0.0,62.0,25.0,8.0,Credit Card,Yearly,No,Advertisement,Yes,iPhone,Fast,50.0,No
CUST000744,18.0,Female,San Jose,Premium,107.95,2.0,3.0,0.0,65.0,0.0,10.0,Credit Card,Quarterly,No,Friend,Yes,Android,Fast,223.77,No
CUST000479,40.0,Female,New York,Standard,56.01,9.0,8.0,0.0,87.0,27.0,10.0,Credit Card,Monthly,No,Social Media,Yes,Android,Medium,862.82,No
CUST001000,50.0,Female,San Diego,Standard,45.96,,4.0,2.0,55.0,51.0,10.0,Credit Card,Yearly,No,Organic Search,No,Tablet,Slow,50.0,No
CUST000194,58.0,Male,San Jose,Standard,51.57,16.0,8.0,2.0,31.0,72.0,8.0,Credit Card,Monthly,No,Advertisement,Yes,iPhone,Fast,324.8,Yes
CUST001409,40.0,Male,Nashville,Basic,23.88,3.0,2.0,2.0,34.0,36.0,8.0,PayPal,Quarterly,No,Advertisement,No,iPhone,Medium,164.66,No
CUST000405,46.0,Female,San Antonio,Standard,35.19,18.0,9.0,3.0,33.0,48.0,6.0,PayPal,Monthly,No,,No,Android,Slow,921.24,Yes
CUST001615,32.0,Male,Los Angeles,Standard,51.45,8.0,4.0,3.0,29.0,40.0,7.0,Credit Card,Yearly,Yes,Friend,No,Android,Slow,146.89,No
CUST001070,39.0,Male,Los Angeles,Standard,75.0,8.0,9.0,1.0,41.0,23.0,8.0,Cash,Yearly,Yes,Advertisement,No,Android,Fast,487.75,No
CUST000884,26.0,Male,Seattle,Premium,102.42,2.0,1.0,4.0,26.0,62.0,6.0,PayPal,Quarterly,Yes,Friend,No,Android,Slow,115.2,Yes
CUST000488,45.0,Female,Portland,Standard,58.54,22.0,22.0,2.0,72.0,29.0,8.0,Debit Card,Quarterly,No,Friend,No,iPhone,Medium,1304.12,No
CUST001694,34.0,Female,Philadelphia,Premium,102.25,10.0,11.0,2.0,73.0,2.0,8.0,Credit Card,Monthly,No,Advertisement,No,Android,Fast,1116.05,No
CUST001049,29.0,Female,Nashville,Standard,56.45,13.0,16.0,0.0,65.0,42.0,9.0,Debit Card,Yearly,No,Advertisement,Yes,Android,Medium,854.68,No
CUST001786,55.0,Male,Indianapolis,Standard,59.53,2.0,2.0,1.0,70.0,36.0,6.0,Credit Card,Monthly,No,Friend,Yes,iPhone,Medium,132.31,No
CUST000472,35.0,Male,New York,,10.0,28.0,2.0,6.0,0.0,,3.0,Credit Card,Monthly,Yes,Organic Search,No,Desktop,Fast,630.43,Yes
CUST000257,45.0,Female,Philadelphia,Standard,47.53,19.0,8.0,2.0,8.0,82.0,9.0,Credit Card,Monthly,No,Organic Search,Yes,Desktop,Fast,1042.39,No
CUST000895,36.0,Male,Phoenix,Premium,98.47,10.0,9.0,4.0,66.0,26.0,7.0,,Monthly,No,Friend,Yes,Desktop,Fast,1372.97,No
CUST001585,39.0,Male,,Standard,49.09,21.0,9.0,1.0,46.0,57.0,8.0,Bank Transfer,Yearly,Yes,Organic Search,No,Android,Slow,464.88,No
CUST001826,48.0,,Phoenix,Standard,43.88,8.0,5.0,4.0,18.0,30.0,6.0,Debit Card,Yearly,No,Organic Search,Yes,iPhone,Medium,225.77,No
CUST000139,64.0,Male,San Antonio,Standard,50.93,42.0,29.0,5.0,25.0,73.0,5.0,Bank Transfer,Yearly,No,Organic Search,No,Android,Slow,1369.25,Yes
CUST000492,44.0,Female,Los Angeles,Basic,23.87,7.0,2.0,5.0,4.0,25.0,6.0,Debit Card,Quarterly,Yes,Organic Search,No,iPhone,Medium,50.0,Yes
CUST001572,37.0,Male,Jacksonville,Standard,31.48,,1.0,3.0,41.0,32.0,7.0,Debit Card,Yearly,No,Social Media,Yes,iPhone,Fast,74.0,No
CUST001271,58.0,Male,,Standard,65.14,21.0,4.0,3.0,24.0,68.0,6.0,Credit Card,Monthly,No,Friend,No,iPhone,Slow,723.0,Yes
CUST001147,46.0,Male,Jacksonville,Basic,12.97,9.0,3.0,2.0,38.0,79.0,6.0,Bank Transfer,Yearly,,Social Media,No,,Medium,50.0,Yes
CUST000579,37.0,Female,New York,Standard,28.13,1.0,0.0,3.0,16.0,81.0,5.0,,Monthly,Yes,Friend,No,Desktop,Slow,195.18,Yes
CUST000707,29.0,Female,San Antonio,Standard,32.62,3.0,1.0,2.0,62.0,44.0,7.0,Debit Card,Quarterly,Yes,Advertisement,Yes,Android,Medium,50.0,No
CUST001714,39.0,Female,Philadelphia,Standard,52.27,39.0,20.0,0.0,54.0,5.0,10.0,Bank Transfer,Yearly,No,Advertisement,No,Desktop,Medium,1595.4,No
CUST000207,30.0,Female,Seattle,Basic,15.77,27.0,22.0,1.0,36.0,29.0,7.0,Credit Card,Yearly,No,Organic Search,No,Tablet,Medium,472.87,No
CUST001664,62.0,Male,Phoenix,Standard,43.73,17.0,11.0,3.0,31.0,60.0,7.0,PayPal,Monthly,No,Organic Search,,iPhone,Fast,922.31,Yes
CUST001201,24.0,Female,Jacksonville,Basic,15.24,12.0,7.0,4.0,43.0,31.0,8.0,Bank Transfer,Quarterly,No,Friend,No,Desktop,Medium,138.88,No
CUST000849,32.0,Female,Boston,Premium,95.52,15.0,21.0,0.0,90.0,24.0,10.0,Credit Card,Yearly,No,Email Campaign,No,Android,Fast,1732.14,No
CUST001770,74.0,Male,Philadelphia,Standard,53.56,17.0,21.0,1.0,74.0,,9.0,Cash,Yearly,Yes,Friend,Yes,Desktop,Slow,681.86,No
CUST001821,18.0,Male,Nashville,Standard,65.06,27.0,51.0,0.0,91.0,0.0,10.0,Credit Card,Quarterly,No,Social Media,Yes,iPhone,Slow,2080.98,No
CUST000001,44.0,Male,San Jose,Enterprise,158.64,6.0,1.0,5.0,17.0,62.0,7.0,Bank Transfer,Quarterly,No,Friend,No,Android,Medium,1043.56,Yes
CUST000227,70.0,Female,Charlotte,Premium,79.16,6.0,5.0,3.0,38.0,21.0,6.0,Debit Card,Quarterly,Yes,Social Media,No,Android,Fast,874.92,No
CUST001963,37.0,Male,Seattle,Basic,,14.0,15.0,3.0,74.0,11.0,10.0,PayPal,Monthly,Yes,Social Media,No,Desktop,Fast,279.78,No
CUST000250,26.0,Male,Austin,Premium,98.41,2.0,1.0,2.0,43.0,57.0,6.0,,Monthly,No,Email Campaign,Yes,iPhone,Medium,50.0,No
CUST001494,27.0,Male,New York,Standard,65.47,9.0,6.0,1.0,30.0,29.0,6.0,Debit Card,Monthly,Yes,Friend,No,Android,Fast,573.16,Yes
CUST000890,20.0,Female,San Jose,Basic,15.18,13.0,17.0,1.0,,31.0,8.0,PayPal,Monthly,,Advertisement,Yes,Desktop,Fast,165.71,No
CUST001133,32.0,Male,Dallas,Standard,48.41,,2.0,2.0,68.0,44.0,10.0,Credit Card,Monthly,No,Organic Search,Yes,Tablet,Medium,358.66,No
